Recording ID	Recording URL	Cut from	Cut duration	Label
T928R13	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=328&idType=sessionId&sortBy=abc	440,2435957	5	i
T928R13	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=328&idType=sessionId&sortBy=abc	134,8294548	5	i
T928R13	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=328&idType=sessionId&sortBy=abc	42,74167088	5	2
T984R36	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10815&idType=sessionId&sortBy=abc	57,63886013	5	s
T984R45	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10815&idType=sessionId&sortBy=abc	14,81215833	5	s
T723R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11200&idType=sessionId&sortBy=abc	170,5990716	5	i
T1688.1R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11000&idType=sessionId&sortBy=abc	131,7421473	5	i
T951.1R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10817&idType=sessionId&sortBy=abc	720,9352992	5	s
TD227R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10270&idType=sessionId&sortBy=abc	78,80536785	5	i
TD227R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10270&idType=sessionId&sortBy=abc	98,61641019	5	i
T951.1R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10817&idType=sessionId&sortBy=abc	119,3902693	5	s
T1717R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11021&idType=sessionId&sortBy=abc	55,25451877	5	s
TD227R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10270&idType=sessionId&sortBy=abc	45,32604221	5	s
TD227R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10270&idType=sessionId&sortBy=abc	4,811350212	5	s
TD227R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10270&idType=sessionId&sortBy=abc	49,52163418	5	s
T3269R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10224&idType=sessionId&sortBy=abc	30,00601447	5	2
T3370R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10073&idType=sessionId&sortBy=abc	17,4754949	5	s
T988R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10816&idType=sessionId&sortBy=abc	269,5744079	5	s
T3407R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=186&idType=sessionId&sortBy=abc	69,8806807	5	s
T989R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10816&idType=sessionId&sortBy=abc	268,3546636	5	s
T3005R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11283&idType=sessionId&sortBy=abc	39,93835853	5	2
T794R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10265&idType=sessionId&sortBy=abc	144,7763147	5	2
T794R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10265&idType=sessionId&sortBy=abc	155,2748152	5	i
T794R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10265&idType=sessionId&sortBy=abc	168,2902505	5	2
T977.1R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	376,7200391	5	s
T977.1R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	100,7333751	5	s
T977.1R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	50,28386137	5	1
T3319R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10215&idType=sessionId&sortBy=abc	94,80907437	5	s
T977.1R13	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	93,06687589	5	s
TD97R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10323&idType=sessionId&sortBy=abc	211,1634817	5	s
T272R12	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10902&idType=sessionId&sortBy=abc	65,43798843	5	1
T977.1R17	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	257,264137	5	s
TD93.2R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10323&idType=sessionId&sortBy=abc	73,01633058	5	s
T1014R19	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10401&idType=sessionId&sortBy=abc	62,83330705	5	1
T1014R19	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10401&idType=sessionId&sortBy=abc	19,48625118	5	1
T996R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10602&idType=sessionId&sortBy=abc	411,3645691	5	s
T996R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10602&idType=sessionId&sortBy=abc	154,4673404	5	s
T1812R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	11,74297281	5	2
T977.1R51	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	39,45111101	5	1
T977.1R56	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	53,61266826	5	s
T3377R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=172&idType=sessionId&sortBy=abc	84,26480509	5	1
T977.1R59	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10810&idType=sessionId&sortBy=abc	60,7963469	5	1
N2R14	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11025&idType=sessionId&sortBy=abc	11,89517742	5	s
N4R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11025&idType=sessionId&sortBy=abc	18,03795898	5	i
N4R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11025&idType=sessionId&sortBy=abc	37,13395517	5	i
T1722R25	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11023&idType=sessionId&sortBy=abc	7,006410762	5	s
T725R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10735&idType=sessionId&sortBy=abc	35,23261715	5	2
T958R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10800&idType=sessionId&sortBy=abc	773,6465649	5	s
T1145R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11144&idType=sessionId&sortBy=abc	615,5539997	5	s
T2089R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11251&idType=sessionId&sortBy=abc	130,4613561	5	i
T959R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10800&idType=sessionId&sortBy=abc	64,19854694	5	s
T959R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10800&idType=sessionId&sortBy=abc	108,5509077	5	s
T2042R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10304&idType=sessionId&sortBy=abc	143,1573314	5	i
T2042R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10304&idType=sessionId&sortBy=abc	122,5179447	5	i
T960R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10800&idType=sessionId&sortBy=abc	377,5935655	5	s
T960R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10800&idType=sessionId&sortBy=abc	157,7322149	5	s
T960R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10800&idType=sessionId&sortBy=abc	280,6832573	5	s
T1007R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	15,1136134	5	s
T1007R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	112,9601669	5	i
T3338R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10065&idType=sessionId&sortBy=abc	181,6077871	5	2
T1812R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	138,4396647	5	i
T1812R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	57,11157616	5	2
T952R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10814&idType=sessionId&sortBy=abc	152,3956266	5	i
T952R11	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10814&idType=sessionId&sortBy=abc	114,2002714	5	1
T952R25	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10814&idType=sessionId&sortBy=abc	64,28744883	5	i
T3325R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10216&idType=sessionId&sortBy=abc	25,40965677	5	s
T952R27	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10814&idType=sessionId&sortBy=abc	41,50247804	5	1
T852R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=198&idType=sessionId&sortBy=abc	100,7543169	5	i
T1023R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10906&idType=sessionId&sortBy=abc	3,517343195	5	x
T875R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=326&idType=sessionId&sortBy=abc	77,0067354	5	2
T788R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10300&idType=sessionId&sortBy=abc	48,384494	5	s
T788R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10300&idType=sessionId&sortBy=abc	106,1878771	5	s
T788R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10300&idType=sessionId&sortBy=abc	51,17992053	5	s
T953R09	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10814&idType=sessionId&sortBy=abc	429,1774367	5	s
TD91R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10323&idType=sessionId&sortBy=abc	87,62579184	5	s
T3370R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10073&idType=sessionId&sortBy=abc	70,12426831	5	s
T3302R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10053&idType=sessionId&sortBy=abc	184,8966826	5	s
T3302R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10053&idType=sessionId&sortBy=abc	18,68023418	5	s
T785R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10302&idType=sessionId&sortBy=abc	108,85702	5	1
N4R21	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11025&idType=sessionId&sortBy=abc	17,88481591	5	s
T1717R26	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11021&idType=sessionId&sortBy=abc	182,7817621	5	2
T967.1R19	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10804&idType=sessionId&sortBy=abc	209,6768813	5	1
T1119R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11131&idType=sessionId&sortBy=abc	157,9740523	5	i
T2098R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11235&idType=sessionId&sortBy=abc	229,0474866	5	i
N2R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11025&idType=sessionId&sortBy=abc	281,6344278	5	i
T1815R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	64,75882351	5	s
T961R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10801&idType=sessionId&sortBy=abc	641,890709	5	s
T1008R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	176,9575048	5	s
T1008R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	113,0301275	5	s
T1008R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	627,658136	5	s
T1008R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	279,6294542	5	s
T1008R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	499,5724475	5	s
T961R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10801&idType=sessionId&sortBy=abc	93,23467581	5	s
T3413R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=186&idType=sessionId&sortBy=abc	213,6906886	5	s
T2098R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11235&idType=sessionId&sortBy=abc	197,6241223	5	i
TD80R12	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10162&idType=sessionId&sortBy=abc	6,02497663	5	s
T962.1R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10801&idType=sessionId&sortBy=abc	160,2786894	5	s
T954.1R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10819&idType=sessionId&sortBy=abc	145,3598982	5	s
T954.1R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10819&idType=sessionId&sortBy=abc	28,40285895	5	s
T786R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10302&idType=sessionId&sortBy=abc	42,72443012	5	s
T786R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10302&idType=sessionId&sortBy=abc	295,4528901	5	s
T786R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10302&idType=sessionId&sortBy=abc	118,988953	5	s
T786R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10302&idType=sessionId&sortBy=abc	228,2467492	5	s
T954.1R12	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10819&idType=sessionId&sortBy=abc	175,3503613	5	s
T963.1R05	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10802&idType=sessionId&sortBy=abc	477,269021	5	s
T856R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=200&idType=sessionId&sortBy=abc	75,97132593	5	i
T1720R15	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11023&idType=sessionId&sortBy=abc	16,35384503	5	i
T963.1R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10802&idType=sessionId&sortBy=abc	187,0754373	5	s
T978R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10818&idType=sessionId&sortBy=abc	83,03138578	5	1
T804R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10268&idType=sessionId&sortBy=abc	269,527761	5	s
T804R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10268&idType=sessionId&sortBy=abc	605,5714896	5	s
T804R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10268&idType=sessionId&sortBy=abc	456,7331391	5	s
T804R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10268&idType=sessionId&sortBy=abc	294,2764368	5	s
T3335R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10278&idType=sessionId&sortBy=abc	750,5979643	5	s
T1009R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10905&idType=sessionId&sortBy=abc	27,85986903	5	i
T1008R05	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	34,01130306	5	s
T1008R05	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10171&idType=sessionId&sortBy=abc	47,46192445	5	s
T996R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10602&idType=sessionId&sortBy=abc	84,45809442	5	s
T1190R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11166&idType=sessionId&sortBy=abc	96,98708819	5	2
T1190R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11166&idType=sessionId&sortBy=abc	5,57045973	5	2
T3442R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10346&idType=sessionId&sortBy=abc	270,4739693	5	s
T784R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10302&idType=sessionId&sortBy=abc	205,5855945	5	i
T943R17	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=604&idType=sessionId&sortBy=abc	7,969315361	5	s
T943R17	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=604&idType=sessionId&sortBy=abc	25,67819118	5	i
T943R17	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=604&idType=sessionId&sortBy=abc	2,027161391	5	x
T9000R31	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10916&idType=sessionId&sortBy=abc	25,00636931	5	i
TD93.1R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10323&idType=sessionId&sortBy=abc	131,5866433	5	s
T1814R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	95,60819133	5	i
TD83R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10162&idType=sessionId&sortBy=abc	155,5723409	5	s
T985R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10818&idType=sessionId&sortBy=abc	38,22365394	5	s
T3000R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11237&idType=sessionId&sortBy=abc	307,0100312	5	2
T3000R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11237&idType=sessionId&sortBy=abc	374,0766489	5	i
T3336R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10278&idType=sessionId&sortBy=abc	161,9028034	5	x
TD102R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10323&idType=sessionId&sortBy=abc	155,5682435	5	s
T943R11	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=604&idType=sessionId&sortBy=abc	41,74457103	5	1
T943R11	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=604&idType=sessionId&sortBy=abc	10,27521488	5	1
T797R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10265&idType=sessionId&sortBy=abc	95,29014146	5	2
T797R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10265&idType=sessionId&sortBy=abc	144,5468604	5	2
TD80R10	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10162&idType=sessionId&sortBy=abc	10,62825706	5	s
T795R05	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10265&idType=sessionId&sortBy=abc	1,314986037	5	i
T795R05	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10265&idType=sessionId&sortBy=abc	69,96447803	5	i
T964.1R11	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10803&idType=sessionId&sortBy=abc	99,98220162	5	s
T3002R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11241&idType=sessionId&sortBy=abc	303,0866423	5	x
T3347R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10067&idType=sessionId&sortBy=abc	227,5123094	5	1
T1018R09	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10404&idType=sessionId&sortBy=abc	79,39295475	5	1
T968R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10805&idType=sessionId&sortBy=abc	194,5057894	5	1
T968R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10805&idType=sessionId&sortBy=abc	237,8162494	5	1
T968R07	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10805&idType=sessionId&sortBy=abc	26,43065024	5	1
T969.1R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10805&idType=sessionId&sortBy=abc	142,0140541	5	s
T1812R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	27,20748956	5	i
T1812R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	45,20411091	5	i
T1720R12	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11023&idType=sessionId&sortBy=abc	108,8629524	5	i
T587R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10706&idType=sessionId&sortBy=abc	44,57399577	5	i
T9000R08	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10916&idType=sessionId&sortBy=abc	95,25007821	5	i
T1720R14	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11023&idType=sessionId&sortBy=abc	91,5372824	5	i
T1720R14	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11023&idType=sessionId&sortBy=abc	98,0552607	5	i
T1812R14	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	144,5408833	5	1
T1812R14	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	85,16258053	5	1
T1812R14	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10231&idType=sessionId&sortBy=abc	194,9658648	5	1
T3300R04	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=164&idType=sessionId&sortBy=abc	10,7148833	5	1
T674R09	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10749&idType=sessionId&sortBy=abc	5,61893748	5	i
T997R06	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10602&idType=sessionId&sortBy=abc	67,10261812	5	i
T803R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10268&idType=sessionId&sortBy=abc	43,759379	5	i
T803R01	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10268&idType=sessionId&sortBy=abc	144,3531914	5	i
T3329R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10208&idType=sessionId&sortBy=abc	0,61311048	5	s
N10R24	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=11025&idType=sessionId&sortBy=abc	84,20457822	5	i
T999R02	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10602&idType=sessionId&sortBy=abc	692,4569179	5	s
T973R03	http://research.culturalequity.org/rc-b2/get-audio-ix.do?ix=recording&id=10807&idType=sessionId&sortBy=abc	33,98742501	5	s
